aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
86022,31,27,1,0,0,59,gen25zm
86023,47,45,5,0,0,97,gen25zm
86024,10,7,0,0,1,18,gen25zm
86025,20,14,1,0,0,35,gen25zm
86026,48,17,3,1,0,69,gen25zm
86027,41,7,4,0,0,52,gen25zm
86028,36,27,1,1,0,65,gen25zm
86029,59,22,2,1,1,85,gen25zm
86030,32,10,6,0,0,48,gen25zm
86031,30,24,3,0,2,59,gen25zm
86032,41,14,3,1,0,59,gen25zm
86033,42,22,2,3,3,72,gen25zm
86034,13,16,1,0,0,30,gen25ac
86035,18,14,2,1,0,35,gen25zm
86036,26,10,2,1,0,39,gen25zm
86037,36,24,0,0,1,61,gen25zm
86038,50,24,5,2,0,81,gen25zm
86039,37,15,10,0,0,62,gen25zm
86040,19,11,4,1,0,35,gen25zm
86041,35,21,1,1,0,58,gen25zm
86042,22,10,0,1,0,33,gen25zm
86043,13,10,2,0,0,25,gen25zm
86044,17,7,1,0,0,25,gen25zm
86045,6,5,0,1,0,12,gen25zm
86046,16,13,2,0,0,31,gen25zm
86047,29,29,6,0,0,64,Tie
86048,21,11,4,0,1,37,gen25zm
86049,43,25,1,1,0,70,gen25zm
86050,37,5,1,0,1,44,gen25zm
86051,0,0,0,0,0,0,Tie
86052,0,0,0,0,0,0,Tie
87001,25,12,3,0,0,40,gen25zm
87002,27,13,2,0,1,43,gen25zm
87003,16,4,3,0,0,23,gen25zm
87004,26,14,4,0,0,44,gen25zm
87005,68,63,9,0,1,141,gen25zm
87006,20,11,3,0,0,34,gen25zm
87007,31,17,0,0,1,49,gen25zm
87008,66,24,4,0,0,94,gen25zm
87009,55,28,5,0,1,89,gen25zm
87010,39,21,8,1,0,69,gen25zm
87011,31,17,2,0,0,50,gen25zm
87012,51,22,9,0,0,82,gen25zm
87013,108,57,8,1,2,176,gen25zm
87014,139,79,12,1,0,231,gen25zm
87015,84,46,7,0,4,141,gen25zm
87016,94,69,10,1,1,175,gen25zm
87017,101,65,12,0,3,181,gen25zm
87018,128,90,11,1,1,231,gen25zm
87019,133,91,13,1,2,240,gen25zm
87020,110,66,10,0,0,186,gen25zm
87021,125,84,17,1,5,232,gen25zm
87022,102,71,10,1,3,187,gen25zm
87023,181,72,7,0,2,262,gen25zm
87024,185,73,15,1,0,274,gen25zm
87025,141,60,11,2,4,218,gen25zm
87026,177,88,12,0,3,280,gen25zm
87027,159,33,7,0,0,199,gen25zm
87028,86,44,13,0,1,144,gen25zm
87029,83,14,4,0,1,102,gen25zm
87030,104,24,8,0,0,136,gen25zm
87031,134,64,14,0,2,214,gen25zm
87032,135,50,10,0,1,196,gen25zm
87033,0,0,0,0,0,0,Tie
87034,72,83,16,0,1,172,gen25ac
87035,26,17,3,1,0,47,gen25zm
87036,3,4,0,0,0,7,gen25ac
87037,80,56,13,0,2,151,gen25zm
87038,43,21,3,0,2,69,gen25zm
87039,106,22,4,0,0,132,gen25zm
87040,96,29,5,1,3,134,gen25zm
87041,76,21,5,1,0,103,gen25zm
87042,77,38,7,0,1,123,gen25zm
87043,64,30,10,1,0,105,gen25zm
87044,36,25,4,0,0,65,gen25zm
87045,67,39,4,0,2,112,gen25zm
87046,65,84,8,1,3,161,gen25ac
87047,90,60,11,2,0,163,gen25zm
87048,94,48,12,0,1,155,gen25zm
87049,69,56,11,2,0,138,gen25zm
87050,19,36,5,0,0,60,gen25ac
87051,49,21,3,0,0,73,gen25zm
87052,40,36,2,1,1,80,gen25zm
87053,0,0,0,0,0,0,Tie
87054,0,0,0,0,0,0,Tie
87055,0,0,0,0,0,0,Tie
