aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
75057,258,188,21,3,4,474,gen25zm
75058,226,123,16,1,3,369,gen25zm
75059,293,198,18,1,0,510,gen25zm
75060,175,168,12,0,1,356,gen25zm
75061,30,15,8,0,1,54,gen25zm
75062,190,99,7,1,3,300,gen25zm
75063,351,193,14,0,8,566,gen25zm
75064,235,149,6,0,1,391,gen25zm
75065,124,165,10,1,3,303,gen25ac
75066,101,101,15,1,0,218,Tie
75067,5,8,0,1,0,14,gen25ac
75068,0,0,0,0,0,0,Tie
75069,0,0,0,0,0,0,Tie
75070,0,0,0,0,0,0,Tie
75071,0,0,0,0,0,0,Tie
76001,114,370,16,0,1,501,gen25ac
76002,28,299,9,1,0,337,gen25ac
76003,95,346,13,0,3,457,gen25ac
76004,123,400,10,0,3,536,gen25ac
76005,191,459,22,0,2,674,gen25ac
76006,213,415,17,0,4,649,gen25ac
76007,205,383,18,0,4,610,gen25ac
76008,150,124,5,0,2,281,gen25zm
76009,170,339,7,0,5,521,gen25ac
76010,180,127,6,1,1,315,gen25zm
76011,144,232,17,1,2,396,gen25ac
76012,151,185,23,0,3,362,gen25ac
76013,151,227,10,0,3,391,gen25ac
76014,152,331,11,0,1,495,gen25ac
76015,240,242,17,0,3,502,gen25ac
76016,140,188,17,1,3,349,gen25ac
76017,130,204,15,0,3,352,gen25ac
76018,78,386,9,0,3,476,gen25ac
76019,191,534,13,0,3,741,gen25ac
76020,235,365,17,0,4,621,gen25ac
76021,169,328,14,3,4,518,gen25ac
76022,198,369,14,0,4,585,gen25ac
76023,147,298,17,0,3,465,gen25ac
76024,254,442,23,0,4,723,gen25ac
76025,235,206,16,0,3,460,gen25zm
76026,152,444,18,2,2,618,gen25ac
76027,171,399,24,1,5,600,gen25ac
76028,285,215,20,0,1,521,gen25zm
76029,145,355,9,0,1,510,gen25ac
76030,191,417,10,1,2,621,gen25ac
76031,193,482,21,0,6,702,gen25ac
76032,179,572,20,3,3,777,gen25ac
76033,282,299,18,0,1,600,gen25ac
76034,215,347,20,0,7,589,gen25ac
76035,202,281,24,1,3,511,gen25ac
76036,231,284,21,1,4,541,gen25ac
76037,185,201,16,1,2,405,gen25ac
76038,210,61,18,1,2,292,gen25zm
76039,156,419,10,0,7,592,gen25ac
76040,134,301,17,1,2,455,gen25ac
76041,143,263,40,1,4,451,gen25ac
76042,176,432,10,1,3,622,gen25ac
76043,170,245,12,0,4,431,gen25ac
76044,194,353,11,1,1,560,gen25ac
76045,161,227,14,1,5,408,gen25ac
76046,153,279,12,1,2,447,gen25ac
76047,198,172,12,0,2,384,gen25zm
76048,176,362,10,2,2,552,gen25ac
76049,175,282,17,0,4,478,gen25ac
76050,236,308,16,0,4,564,gen25ac
76051,149,287,23,0,2,461,gen25ac
76052,210,245,15,0,6,476,gen25ac
76053,201,234,10,0,1,446,gen25ac
76054,203,346,15,0,1,565,gen25ac
76055,270,147,14,1,0,432,gen25zm
76056,292,94,8,0,0,394,gen25zm
76057,105,126,8,0,1,240,gen25ac
76058,181,193,12,0,0,386,gen25ac
76059,297,163,26,1,6,493,gen25zm
76060,281,143,19,0,2,445,gen25zm
76061,205,98,17,0,4,324,gen25zm
76062,316,195,22,2,1,536,gen25zm
76063,0,0,0,0,0,0,Tie
76064,0,0,0,0,0,0,Tie
76065,0,0,0,0,0,0,Tie
76066,0,0,0,0,0,0,Tie
76067,0,0,0,0,0,0,Tie
76068,0,0,0,0,0,0,Tie
77001,62,38,6,1,0,107,gen25zm
77002,110,62,9,0,1,182,gen25zm
77003,47,27,1,0,0,75,gen25zm
77004,29,4,0,0,0,33,gen25zm
77005,35,19,3,1,2,60,gen25zm
77006,31,34,1,0,1,67,gen25ac
77007,91,30,7,3,0,131,gen25zm
77008,42,34,4,1,1,82,gen25zm
77009,50,18,3,0,0,71,gen25zm
77010,57,27,6,0,0,90,gen25zm
77011,25,8,1,1,0,35,gen25zm
77012,32,9,2,0,1,44,gen25zm
77013,46,22,4,1,0,73,gen25zm
77014,55,57,9,0,1,122,gen25ac
77015,9,4,0,0,0,13,gen25zm
77016,8,4,1,0,0,13,gen25zm
77017,7,16,2,0,1,26,gen25ac
77018,14,8,4,0,0,26,gen25zm
77019,41,33,2,2,1,79,gen25zm
77020,29,25,3,0,0,57,gen25zm
77021,39,21,3,0,0,63,gen25zm
77022,11,4,3,0,0,18,gen25zm
77023,40,16,0,2,0,58,gen25zm
77024,29,18,2,0,0,49,gen25zm
77025,13,9,1,0,0,23,gen25zm
77026,26,13,1,0,0,40,gen25zm
77027,39,26,1,0,0,66,gen25zm
77028,40,14,2,1,1,58,gen25zm
77029,19,12,2,0,0,33,gen25zm
77030,16,6,0,0,0,22,gen25zm
77031,17,20,1,0,0,38,gen25ac
77032,53,16,5,0,0,74,gen25zm
77033,9,5,1,0,0,15,gen25zm
77034,55,26,3,1,0,85,gen25zm
77035,50,30,6,2,0,88,gen25zm
77036,41,23,4,0,0,68,gen25zm
77037,50,32,4,3,0,89,gen25zm
77038,12,16,0,0,0,28,gen25ac
77039,70,17,5,2,1,95,gen25zm
77040,54,23,5,0,0,82,gen25zm
77041,30,20,0,0,1,51,gen25zm
77042,36,20,1,0,2,59,gen25zm
77043,27,14,1,0,1,43,gen25zm
77044,36,11,4,0,0,51,gen25zm
77045,20,10,3,0,0,33,gen25zm
77046,64,37,4,0,1,106,gen25zm
77047,139,72,11,0,0,222,gen25zm
77048,59,31,2,0,2,94,gen25zm
77049,184,87,10,1,3,285,gen25zm
77050,54,23,2,2,1,82,gen25zm
77051,75,30,4,0,1,110,gen25zm
77052,47,28,4,1,1,81,gen25zm
77053,39,9,1,0,2,51,gen25zm
77054,0,0,0,0,0,0,Tie
77055,0,0,0,0,0,0,Tie
77056,0,0,0,0,0,0,Tie
77057,0,0,0,0,0,0,Tie
77058,0,0,0,0,0,0,Tie
77059,0,0,0,0,0,0,Tie
78001,35,23,5,1,1,65,gen25zm
78002,50,32,2,1,0,85,gen25zm
78003,35,26,8,1,0,70,gen25zm
78004,20,17,2,2,1,42,gen25zm
78005,29,13,10,0,0,52,gen25zm
78006,27,17,8,0,0,52,gen25zm
78007,45,20,10,0,0,75,gen25zm
78008,65,18,17,0,1,101,gen25zm
78009,73,18,9,0,0,100,gen25zm
78010,81,43,11,3,0,138,gen25zm
78011,124,26,11,0,2,163,gen25zm
78012,63,36,5,0,2,106,gen25zm
78013,52,53,9,0,0,114,gen25ac
78014,48,19,2,0,0,69,gen25zm
78015,5,4,1,0,0,10,gen25zm
78016,27,30,2,1,1,61,gen25ac
78017,43,28,5,0,0,76,gen25zm
78018,57,33,6,1,0,97,gen25zm
78019,49,21,8,0,1,79,gen25zm
78020,82,39,4,0,0,125,gen25zm
78021,36,25,4,0,1,66,gen25zm
78022,66,28,4,0,0,98,gen25zm
78023,92,46,9,2,0,149,gen25zm
78024,6,3,0,0,0,9,gen25zm
78025,55,40,13,1,1,110,gen25zm
78026,57,45,7,0,0,109,gen25zm
78027,85,63,15,1,0,164,gen25zm
78028,73,29,8,2,1,113,gen25zm
78029,49,20,6,0,0,75,gen25zm
78030,80,32,10,1,2,125,gen25zm
78031,31,22,6,1,0,60,gen25zm
78032,81,38,9,3,1,132,gen25zm
78033,67,52,8,0,0,127,gen25zm
78034,42,19,3,1,0,65,gen25zm
78035,78,40,11,1,1,131,gen25zm
78036,55,61,8,0,1,125,gen25ac
78037,84,65,16,1,2,168,gen25zm
78038,37,13,4,0,0,54,gen25zm
78039,62,30,4,0,1,97,gen25zm
78040,50,45,9,0,0,104,gen25zm
78041,58,48,3,0,0,109,gen25zm
78042,60,43,3,1,0,107,gen25zm
78043,83,37,17,0,0,137,gen25zm
78044,75,37,5,2,0,119,gen25zm
78045,37,25,8,2,0,72,gen25zm
78046,55,28,6,0,0,89,gen25zm
78047,46,35,4,1,0,86,gen25zm
78048,0,0,0,0,0,0,Tie
78049,80,49,6,0,1,136,gen25zm
78050,0,0,0,0,0,0,Tie
78051,0,0,0,0,0,0,Tie
78052,0,0,0,0,0,0,Tie
78053,0,0,0,0,0,0,Tie
79001,49,30,7,1,0,87,gen25zm
79002,9,5,0,0,0,14,gen25zm
79003,45,19,4,0,0,68,gen25zm
79004,23,11,1,0,0,35,gen25zm
79005,32,14,1,0,0,47,gen25zm
79006,15,20,2,0,0,37,gen25ac
79007,28,12,5,0,0,45,gen25zm
79008,27,17,1,2,1,48,gen25zm
79009,4,11,0,0,1,16,gen25ac
79010,28,10,1,0,0,39,gen25zm
79011,12,5,0,0,1,18,gen25zm
79012,24,6,0,0,0,30,gen25zm
79013,23,11,1,0,0,35,gen25zm
79014,17,7,1,1,0,26,gen25zm
79015,44,16,2,0,0,62,gen25zm
79016,20,8,2,0,0,30,gen25zm
79017,19,10,1,0,0,30,gen25zm
79018,29,28,1,0,1,59,gen25zm
79019,7,9,0,0,0,16,gen25ac
79020,41,9,2,0,0,52,gen25zm
79021,13,9,5,0,1,28,gen25zm
79022,21,18,3,0,0,42,gen25zm
79023,22,13,7,0,0,42,gen25zm
79024,13,9,3,0,1,26,gen25zm
79025,10,3,0,0,0,13,gen25zm
79026,12,6,0,0,0,18,gen25zm
79027,39,26,9,0,0,74,gen25zm
79028,63,14,3,1,0,81,gen25zm
79029,37,27,3,0,0,67,gen25zm
79030,25,18,3,0,0,46,gen25zm
79031,45,26,3,1,0,75,gen25zm
79032,94,44,15,1,2,156,gen25zm
79033,29,15,4,0,2,50,gen25zm
79034,48,12,3,1,1,65,gen25zm
79035,63,40,3,0,0,106,gen25zm
79036,32,15,0,1,0,48,gen25zm
79037,22,21,4,1,0,48,gen25zm
79038,14,6,1,0,0,21,gen25zm
79039,11,9,0,0,0,20,gen25zm
79040,22,18,3,1,0,44,gen25zm
79041,88,63,7,3,3,164,gen25zm
79042,54,21,4,1,1,81,gen25zm
79043,82,34,5,0,1,122,gen25zm
79044,54,34,3,1,0,92,gen25zm
79045,59,45,7,2,1,114,gen25zm
79046,68,54,6,1,0,129,gen25zm
79047,51,21,7,0,0,79,gen25zm
79048,10,6,1,0,0,17,gen25zm
79049,53,21,3,0,0,77,gen25zm
79050,29,13,1,0,0,43,gen25zm
79051,21,21,7,2,0,51,Tie
79052,30,25,4,0,0,59,gen25zm
79053,24,26,1,1,0,52,gen25ac
79054,94,104,4,0,2,204,gen25ac
79055,152,129,17,3,4,305,gen25zm
79056,38,37,2,0,2,79,gen25zm
79057,11,8,1,0,0,20,gen25zm
80001,22,17,11,0,1,51,gen25zm
80002,37,12,5,0,0,54,gen25zm
80003,24,17,7,0,0,48,gen25zm
80004,32,22,21,0,1,76,gen25zm
80005,131,40,10,1,1,183,gen25zm
80006,147,84,35,1,1,268,gen25zm
80007,72,61,29,2,2,166,gen25zm
80008,85,27,6,0,0,118,gen25zm
80009,49,22,22,0,0,93,gen25zm
80010,59,54,37,0,2,152,gen25zm
80011,89,60,28,0,0,177,gen25zm
80012,62,37,14,0,0,113,gen25zm
80013,92,54,21,0,0,167,gen25zm
80014,113,53,24,1,2,193,gen25zm
80015,110,54,12,0,0,176,gen25zm
80016,93,48,13,1,0,155,gen25zm
80017,75,47,11,0,1,134,gen25zm
80018,51,36,11,0,0,98,gen25zm
80019,53,44,31,1,0,129,gen25zm
80020,63,105,60,0,2,230,gen25ac
80021,171,58,25,0,0,254,gen25zm
80022,38,53,8,1,0,100,gen25ac
80023,63,91,79,0,1,234,gen25ac
80024,90,38,24,0,0,152,gen25zm
80025,3,10,3,0,0,16,gen25ac
80026,87,79,18,0,0,184,gen25zm
80027,21,17,0,0,0,38,gen25zm
80028,22,15,0,0,0,37,gen25zm
80029,70,66,21,0,0,157,gen25zm
80030,92,48,13,1,1,155,gen25zm
80031,58,20,3,0,0,81,gen25zm
80032,41,21,11,1,0,74,gen25zm
80033,22,20,6,0,0,48,gen25zm
80034,54,42,4,1,0,101,gen25zm
80035,54,41,11,0,0,106,gen25zm
80036,18,13,0,0,0,31,gen25zm
80037,60,34,8,0,1,103,gen25zm
80038,51,26,3,1,1,82,gen25zm
80039,35,22,7,1,0,65,gen25zm
80040,80,17,11,0,0,108,gen25zm
80041,160,139,58,3,3,363,gen25zm
80042,88,71,42,0,1,202,gen25zm
80043,107,62,28,2,0,199,gen25zm
80044,46,43,18,0,0,107,gen25zm
80045,53,59,21,2,0,135,gen25ac
80046,63,26,5,1,0,95,gen25zm
80047,55,30,19,1,0,105,gen25zm
80048,33,47,18,0,2,100,gen25ac
80049,40,21,9,1,1,72,gen25zm
80050,61,29,7,2,0,99,gen25zm
80051,34,35,4,1,1,75,gen25ac
80052,8,12,0,0,0,20,gen25ac
80053,77,39,12,0,0,128,gen25zm
80054,39,32,3,0,2,76,gen25zm
80055,63,55,18,3,1,140,gen25zm
80056,72,22,4,0,0,98,gen25zm
80057,70,26,9,0,1,106,gen25zm
80058,0,0,0,0,0,0,Tie
80059,0,0,0,0,0,0,Tie
80060,0,0,0,0,0,0,Tie
80061,0,0,0,0,0,0,Tie
81001,34,26,10,1,1,72,gen25zm
81002,48,32,6,1,0,87,gen25zm
81003,29,23,4,0,0,56,gen25zm
81004,23,39,5,0,0,67,gen25ac
81005,46,15,9,0,0,70,gen25zm
81006,65,35,7,0,0,107,gen25zm
81007,90,26,5,1,1,123,gen25zm
81008,94,44,10,1,4,153,gen25zm
81009,58,28,2,0,0,88,gen25zm
81010,143,102,28,1,1,275,gen25zm
81011,204,93,28,0,1,326,gen25zm
81012,167,105,30,0,4,306,gen25zm
81013,7,6,1,0,1,15,gen25zm
81014,171,150,24,0,4,349,gen25zm
81015,90,111,5,0,2,208,gen25ac
81016,91,104,20,0,3,218,gen25ac
81017,246,129,20,0,3,398,gen25zm
81018,52,27,4,2,0,85,gen25zm
81019,157,177,17,1,5,357,gen25ac
81020,151,114,20,0,0,285,gen25zm
81021,150,126,11,2,3,292,gen25zm
81022,82,143,18,0,5,248,gen25ac
81023,184,67,10,0,2,263,gen25zm
81024,52,28,4,1,0,85,gen25zm
81025,103,273,8,1,7,392,gen25ac
81026,191,98,29,0,1,319,gen25zm
81027,233,239,29,1,5,507,gen25ac
81028,236,349,25,1,5,616,gen25ac
81029,137,241,21,0,2,401,gen25ac
81030,107,278,10,0,2,397,gen25ac
81031,161,373,25,0,3,562,gen25ac
81032,162,288,28,0,2,480,gen25ac
81033,65,117,30,1,3,216,gen25ac
81034,220,215,26,0,4,465,gen25zm
81035,212,178,43,1,8,442,gen25zm
81036,99,106,23,0,3,231,gen25ac
81037,172,115,36,0,1,324,gen25zm
81038,106,132,22,1,1,262,gen25ac
81039,119,106,37,1,1,264,gen25zm
81040,112,111,17,0,2,242,gen25zm
81041,35,26,18,0,1,80,gen25zm
81042,34,28,13,0,0,75,gen25zm
81043,26,17,14,0,0,57,gen25zm
81044,59,28,4,1,1,93,gen25zm
81045,63,30,17,0,0,110,gen25zm
81046,47,28,10,1,1,87,gen25zm
81047,93,56,5,2,0,156,gen25zm
81048,137,48,7,2,1,195,gen25zm
81049,63,27,7,0,1,98,gen25zm
81050,77,41,19,0,0,137,gen25zm
81051,146,34,12,0,0,192,gen25zm
81052,46,48,4,0,0,98,gen25ac
81053,76,40,8,1,3,128,gen25zm
81054,81,47,9,1,0,138,gen25zm
81055,35,28,4,0,0,67,gen25zm
81056,112,78,19,0,3,212,gen25zm
81057,60,30,5,0,0,95,gen25zm
81058,51,26,4,0,1,82,gen25zm
81059,0,0,0,0,0,0,Tie
81060,0,0,0,0,0,0,Tie
81061,0,0,0,0,0,0,Tie
81062,0,0,0,0,0,0,Tie
82001,66,173,205,0,2,446,gen25cs
82002,18,21,27,0,1,67,gen25cs
82003,77,135,78,1,0,291,gen25ac
82004,77,96,81,0,0,254,gen25ac
82005,48,47,47,0,4,146,gen25zm
82006,23,76,115,1,1,216,gen25cs
82007,68,71,47,0,2,188,gen25ac
82008,51,62,67,1,0,181,gen25cs
82009,77,102,58,1,1,239,gen25ac
82010,90,93,53,0,0,236,gen25ac
82011,70,81,33,0,1,185,gen25ac
82012,29,18,1,0,1,49,gen25zm
82013,15,32,4,0,1,52,gen25ac
82014,19,21,8,0,0,48,gen25ac
82015,54,73,41,0,2,170,gen25ac
82016,56,72,42,0,0,170,gen25ac
82017,2,2,4,0,0,8,gen25cs
82018,65,136,125,0,2,328,gen25ac
82019,54,128,121,0,0,303,gen25ac
82020,97,172,127,0,2,398,gen25ac
82021,37,105,87,3,1,233,gen25ac
82022,42,101,71,0,0,214,gen25ac
82023,48,82,70,1,1,202,gen25ac
82024,26,34,38,0,2,100,gen25cs
82025,77,67,33,1,0,178,gen25zm
82026,44,32,15,0,0,91,gen25zm
82027,39,32,24,0,0,95,gen25zm
82028,67,55,42,0,1,165,gen25zm
82029,63,50,33,0,1,147,gen25zm
82030,52,33,25,0,1,111,gen25zm
82031,47,55,35,0,1,138,gen25ac
82032,86,87,86,1,0,260,gen25ac
82033,43,49,44,1,0,137,gen25ac
82034,59,30,32,0,1,122,gen25zm
82035,37,13,10,0,1,61,gen25zm
82036,36,5,3,0,0,44,gen25zm
82037,0,0,0,0,0,0,Tie
82038,96,97,49,0,0,242,gen25ac
82039,73,74,40,1,2,190,gen25ac
82040,47,21,7,0,0,75,gen25zm
82041,60,91,53,2,2,208,gen25ac
82042,68,64,43,0,5,180,gen25zm
82043,56,64,38,0,3,161,gen25ac
82044,41,58,30,2,0,131,gen25ac
82045,87,104,15,2,3,211,gen25ac
82046,66,81,10,0,0,157,gen25ac
82047,73,71,12,0,1,157,gen25zm
82048,68,87,5,0,0,160,gen25ac
82049,68,55,7,3,0,133,gen25zm
82050,59,52,9,0,2,122,gen25zm
82051,72,49,5,3,0,129,gen25zm
82052,158,136,9,2,1,306,gen25zm
82053,18,24,6,0,0,48,gen25ac
82054,96,127,12,0,3,238,gen25ac
82055,126,127,21,0,2,276,gen25ac
82056,124,137,6,2,1,270,gen25ac
82057,143,118,18,3,2,284,gen25zm
82058,189,197,15,2,2,405,gen25ac
82059,184,206,18,2,2,412,gen25ac
82060,177,177,17,4,2,377,Tie
82061,177,165,14,2,1,359,gen25zm
82062,142,139,15,2,2,300,gen25zm
82063,166,182,10,1,7,366,gen25ac
82064,178,157,19,1,4,359,gen25zm
82065,0,0,0,0,0,0,Tie
82066,0,0,0,0,0,0,Tie
82067,0,0,0,0,0,0,Tie
82068,0,0,0,0,0,0,Tie
82069,0,0,0,0,0,0,Tie
82070,0,0,0,0,0,0,Tie
82071,0,0,0,0,0,0,Tie
82072,0,0,0,0,0,0,Tie
82073,0,0,0,0,0,0,Tie
82074,0,0,0,0,0,0,Tie
82075,0,0,0,0,0,0,Tie
82076,0,0,0,0,0,0,Tie
82077,0,0,0,0,0,0,Tie
83001,93,35,5,3,0,136,gen25zm
83002,77,61,4,0,0,142,gen25zm
83003,83,44,8,1,2,138,gen25zm
83004,54,42,4,1,1,102,gen25zm
83005,57,65,4,0,0,126,gen25ac
83006,106,71,11,0,1,189,gen25zm
83007,90,82,8,2,3,185,gen25zm
83008,58,28,3,0,0,89,gen25zm
83009,18,10,1,0,0,29,gen25zm
83010,63,48,2,0,0,113,gen25zm
83011,83,48,2,0,0,133,gen25zm
83012,39,25,5,0,2,71,gen25zm
83013,55,26,2,1,0,84,gen25zm
83014,16,6,1,1,0,24,gen25zm
83015,67,41,3,1,0,112,gen25zm
83016,41,59,1,0,0,101,gen25ac
83017,62,34,3,0,0,99,gen25zm
83018,55,43,2,1,1,102,gen25zm
83019,38,40,2,1,0,81,gen25ac
83020,79,58,3,1,0,141,gen25zm
83021,100,54,1,1,2,158,gen25zm
83022,45,23,1,0,0,69,gen25zm
83023,78,52,0,2,1,133,gen25zm
83024,63,45,3,0,1,112,gen25zm
83025,128,71,5,2,1,207,gen25zm
83026,106,50,6,0,0,162,gen25zm
83027,20,14,2,0,0,36,gen25zm
83028,50,39,0,2,1,92,gen25zm
83029,116,88,6,0,2,212,gen25zm
83030,71,55,5,0,1,132,gen25zm
83031,84,63,5,1,0,153,gen25zm
83032,110,88,9,2,1,210,gen25zm
83033,112,99,9,1,0,221,gen25zm
83034,119,87,8,4,0,218,gen25zm
83035,88,80,10,2,0,180,gen25zm
83036,57,46,4,0,0,107,gen25zm
83037,29,22,1,0,0,52,gen25zm
83038,20,5,2,0,0,27,gen25zm
83039,68,60,7,1,0,136,gen25zm
83040,60,37,7,0,1,105,gen25zm
83041,83,54,5,0,1,143,gen25zm
83042,42,37,3,0,1,83,gen25zm
83043,73,83,5,0,0,161,gen25ac
83044,104,105,7,2,1,219,gen25ac
83045,59,38,2,0,0,99,gen25zm
83046,66,37,9,2,1,115,gen25zm
83047,59,37,2,2,0,100,gen25zm
83048,103,64,3,0,1,171,gen25zm
83049,45,30,2,0,0,77,gen25zm
83050,25,14,2,0,4,45,gen25zm
83051,20,17,0,0,0,37,gen25zm
83052,35,26,2,1,0,64,gen25zm
83053,66,47,3,0,1,117,gen25zm
83054,61,44,4,0,1,110,gen25zm
83055,39,21,1,0,0,61,gen25zm
83056,68,47,9,0,2,126,gen25zm
83057,14,4,0,0,0,18,gen25zm
83058,0,0,0,0,0,0,Tie
83059,0,0,0,0,0,0,Tie
84001,33,26,8,0,0,67,gen25zm
84002,21,11,2,1,0,35,gen25zm
84003,22,16,2,0,0,40,gen25zm
84004,22,13,0,0,0,35,gen25zm
84005,30,8,4,0,0,42,gen25zm
84006,81,29,6,0,1,117,gen25zm
84007,35,9,3,0,0,47,gen25zm
84008,32,13,3,0,0,48,gen25zm
84009,42,19,2,0,2,65,gen25zm
84010,64,42,7,1,0,114,gen25zm
84011,87,61,6,2,1,157,gen25zm
84012,102,53,6,2,0,163,gen25zm
84013,65,28,2,0,1,96,gen25zm
84014,138,68,7,2,2,217,gen25zm
84015,28,21,2,1,0,52,gen25zm
84016,22,9,5,0,0,36,gen25zm
84017,31,17,1,0,0,49,gen25zm
84018,30,8,1,0,0,39,gen25zm
84019,35,20,2,1,0,58,gen25zm
84020,34,29,6,0,1,70,gen25zm
84021,34,44,1,2,0,81,gen25ac
84022,87,80,3,0,3,173,gen25zm
84023,42,17,0,0,2,61,gen25zm
84024,10,6,1,0,0,17,gen25zm
84025,39,25,7,0,0,71,gen25zm
84026,32,16,2,0,0,50,gen25zm
84027,29,14,3,0,0,46,gen25zm
84028,78,46,6,1,3,134,gen25zm
84029,52,12,4,0,0,68,gen25zm
84030,48,36,12,0,0,96,gen25zm
84031,36,19,17,0,0,72,gen25zm
84032,31,18,3,0,1,53,gen25zm
84033,12,7,2,0,1,22,gen25zm
84034,22,16,0,0,0,38,gen25zm
84035,35,29,6,0,0,70,gen25zm
84036,30,15,1,1,0,47,gen25zm
84037,16,11,4,0,1,32,gen25zm
84038,26,7,2,0,0,35,gen25zm
84039,33,21,4,0,0,58,gen25zm
84040,15,3,0,0,0,18,gen25zm
84041,15,16,0,0,0,31,gen25ac
84042,16,1,0,0,0,17,gen25zm
84043,20,10,4,0,1,35,gen25zm
84044,89,14,4,1,1,109,gen25zm
84045,58,16,6,0,2,82,gen25zm
84046,9,5,0,0,1,15,gen25zm
84047,18,7,1,1,1,28,gen25zm
84048,38,18,5,0,0,61,gen25zm
84049,9,4,1,0,0,14,gen25zm
84050,28,11,1,0,1,41,gen25zm
84051,71,6,4,0,1,82,gen25zm
84052,17,3,0,0,0,20,gen25zm
84053,35,12,2,0,0,49,gen25zm
84054,10,2,2,0,0,14,gen25zm
84055,18,13,3,0,0,34,gen25zm
84056,6,5,1,0,0,12,gen25zm
84057,19,17,2,0,3,41,gen25zm
84058,0,0,0,0,0,0,Tie
84059,0,0,0,0,0,0,Tie
85001,97,89,12,0,1,199,gen25zm
85002,68,39,8,0,0,115,gen25zm
85003,53,44,12,2,1,112,gen25zm
85004,69,58,6,0,0,133,gen25zm
85005,100,67,20,1,0,188,gen25zm
85006,18,12,3,0,1,34,gen25zm
85007,24,10,2,0,0,36,gen25zm
85008,42,23,1,0,0,66,gen25zm
85009,47,33,12,0,1,93,gen25zm
85010,37,22,5,1,3,68,gen25zm
85011,47,41,15,0,1,104,gen25zm
85012,21,11,4,0,1,37,gen25zm
85013,35,39,2,2,0,78,gen25ac
85014,41,17,3,0,0,61,gen25zm
85015,93,80,7,1,3,184,gen25zm
85016,71,70,4,1,1,147,gen25zm
85017,72,61,13,0,2,148,gen25zm
85018,80,69,4,0,0,153,gen25zm
85019,59,55,6,1,0,121,gen25zm
85020,45,56,6,2,1,110,gen25ac
85021,115,51,15,1,2,184,gen25zm
85022,51,38,9,0,1,99,gen25zm
85023,29,16,3,1,0,49,gen25zm
85024,24,14,3,1,0,42,gen25zm
85025,19,9,2,1,0,31,gen25zm
85026,7,14,1,0,0,22,gen25ac
85027,13,11,1,0,0,25,gen25zm
85028,30,18,6,0,0,54,gen25zm
85029,29,22,2,0,3,56,gen25zm
85030,17,17,1,1,1,37,Tie
85031,36,25,5,0,0,66,gen25zm
85032,23,28,7,1,1,60,gen25ac
85033,79,50,8,0,0,137,gen25zm
85034,29,14,2,0,0,45,gen25zm
85035,39,28,4,0,0,71,gen25zm
85036,58,26,5,0,0,89,gen25zm
85037,24,19,1,0,0,44,gen25zm
85038,67,54,12,1,1,135,gen25zm
85039,39,16,5,1,1,62,gen25zm
85040,31,7,7,0,0,45,gen25zm
85041,28,18,3,0,0,49,gen25zm
85042,21,17,6,0,1,45,gen25zm
85043,37,28,4,2,1,72,gen25zm
85044,16,21,2,0,0,39,gen25ac
85045,30,14,2,0,1,47,gen25zm
85046,45,26,4,1,0,76,gen25zm
85047,9,17,4,0,1,31,gen25ac
85048,18,13,3,0,0,34,gen25zm
85049,23,13,2,0,0,38,gen25zm
85050,24,10,4,0,0,38,gen25zm
85051,132,138,5,0,1,276,gen25ac
85052,0,0,0,0,0,0,Tie
85053,0,0,0,0,0,0,Tie
85054,0,0,0,0,0,0,Tie
85055,0,0,0,0,0,0,Tie
85056,0,0,0,0,0,0,Tie
85057,0,0,0,0,0,0,Tie
85058,0,0,0,0,0,0,Tie
85059,0,0,0,0,0,0,Tie
85060,0,0,0,0,0,0,Tie
85061,0,1,0,0,0,1,gen25ac
85062,0,0,0,0,0,0,Tie
85063,0,0,0,0,0,0,Tie
85064,0,0,0,0,0,0,Tie
85065,0,0,0,0,0,0,Tie
85066,0,0,0,0,0,0,Tie
85067,0,0,0,0,0,0,Tie
85068,0,0,0,0,0,0,Tie
85069,0,0,0,0,0,0,Tie
85070,0,0,0,0,0,0,Tie
85071,0,0,0,0,0,0,Tie
85072,0,0,0,0,0,0,Tie
85073,0,0,0,0,0,0,Tie
85074,0,0,0,0,0,0,Tie
85075,0,0,0,0,0,0,Tie
85076,0,0,0,0,0,0,Tie
85077,0,0,0,0,0,0,Tie
85078,0,0,0,0,0,0,Tie
85079,0,0,0,0,0,0,Tie
85080,0,0,0,0,0,0,Tie
85081,0,0,0,0,0,0,Tie
86001,35,19,6,0,2,62,gen25zm
86002,23,25,2,1,0,51,gen25ac
86003,3,1,0,1,0,5,gen25zm
86004,33,27,5,0,3,68,gen25zm
86005,36,32,3,0,0,71,gen25zm
86006,34,20,3,0,1,58,gen25zm
86007,26,24,4,1,0,55,gen25zm
86008,62,23,2,0,0,87,gen25zm
86009,73,73,6,1,1,154,Tie
86010,33,19,4,0,0,56,gen25zm
86011,20,16,1,0,0,37,gen25zm
86012,22,10,2,0,1,35,gen25zm
86013,26,3,1,0,0,30,gen25zm
86014,16,3,2,0,0,21,gen25zm
86015,33,23,9,0,0,65,gen25zm
86016,53,22,7,0,0,82,gen25zm
86017,15,11,2,0,0,28,gen25zm
86018,31,21,3,0,1,56,gen25zm
86019,31,10,4,1,2,48,gen25zm
86020,17,11,1,0,1,30,gen25zm
86021,23,16,5,0,0,44,gen25zm
