aded25,gen21tot,gen21ea,gen21cs,gen21othr,win21,rvtot25,rvactive725,rvhisp,rvjwsh,rvirit,rvmslm,rvchns,rvgopnop,cvapnhw,cvapblack,cvaphisp,cvapasian,acsbaplus,acsmedinc125,acsmedinc45,ascown,ascrent,cvapyouth,cvapsenior,djt2024,ea2021,cs2021,bikelanefilter
54015,119.499,105.297,10.347,3.855,Eric Adams,816,584,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
54016,79.292,69.567,8.562,1.163,Eric Adams,373,282,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
54017,116.005,103.34,10.162,2.503,Eric Adams,602,456,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
54018,123.264,104.841,14.496,3.927,Eric Adams,1150,775,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
54019,115.917,99.641,13.948,2.328,Eric Adams,835,556,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54020,66.441,53.919,9.261,3.261,Eric Adams,691,436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54021,168.041,138.827,25.443,3.77,Eric Adams,839,539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54022,98.777,81.935,14.716,2.126,Eric Adams,1101,676,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54023,134.469,101.326,28.455,4.689,Eric Adams,1411,881,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
54024,122.667,87.577,30.347,4.743,Eric Adams,1131,716,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54025,119.428,83.327,30.941,5.159,Eric Adams,1499,864,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54026,107.286,71.1,31.918,4.267,Eric Adams,942,612,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54027,157.729,118.508,34.388,4.833,Eric Adams,1287,779,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54028,225.782,167.995,51.894,5.893,Eric Adams,1233,772,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
54029,153.493,116.585,33.584,3.325,Eric Adams,1393,912,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54030,51.297,35.346,14.94,1.011,Eric Adams,1290,806,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
54031,173.961,126.123,41.931,5.907,Eric Adams,1530,971,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
54032,185.989,143.069,37.8,5.119,Eric Adams,1273,801,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
54033,153.377,120.293,29.431,3.653,Eric Adams,1405,899,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
54034,158.14,127.903,25.554,4.683,Eric Adams,1211,822,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
54035,315.409,259.371,47.024,9.014,Eric Adams,1595,1119,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
54036,180.518,155.788,19.336,5.394,Eric Adams,1540,1087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
54037,211.106,168.595,16.824,25.686,Eric Adams,1105,831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54038,192.418,166.361,10.096,15.96,Eric Adams,1522,1219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54039,247.498,214.412,10.473,22.612,Eric Adams,1519,1148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54040,163.832,121.566,20.538,21.729,Eric Adams,1507,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
54041,211.642,167.059,19.655,24.928,Eric Adams,1408,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
54042,156.22,118.253,18.615,19.352,Eric Adams,1139,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
54043,210.142,170.371,20.825,18.947,Eric Adams,1484,1073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
54044,169.917,140.948,17.313,11.656,Eric Adams,1521,1082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
54045,268.167,206.574,37.397,24.195,Eric Adams,1432,1096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54046,227.065,182.328,22.775,21.961,Eric Adams,1164,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
54047,122.474,97.848,13.175,11.45,Eric Adams,1393,1036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54048,138.74,104.742,18.999,14.999,Eric Adams,1392,998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54049,164.171,133.103,16.784,14.285,Eric Adams,1209,927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54050,175.702,140.324,18.333,17.045,Eric Adams,1397,1024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54051,160.466,132.469,20.483,7.514,Eric Adams,1385,1008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54052,128.272,103.025,19.191,6.056,Eric Adams,1046,728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54053,141.525,111.813,12.869,16.843,Eric Adams,1105,790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
54054,157.31,130.74,15.962,10.609,Eric Adams,1125,845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
54055,137.864,107.669,16.684,13.511,Eric Adams,1083,852,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
54056,188.328,165.049,13.034,10.245,Eric Adams,1229,935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54057,173.451,139.384,19.86,14.207,Eric Adams,1269,914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
54058,29.634,25.196,3.339,1.099,Eric Adams,240,153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
54059,16.696,12.843,2.202,1.651,Eric Adams,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
54060,34.944,30.419,2.263,2.263,Eric Adams,172,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54061,98.166,81.563,15.345,1.257,Eric Adams,724,518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54062,69.939,59.607,8.908,1.424,Eric Adams,401,248,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
54063,4.749,3.949,0.64,0.16,Eric Adams,72,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
54064,19.391,16.408,2.237,0.746,Eric Adams,187,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
54065,7.992,5.708,1.284,0.999,Eric Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55001,325.153,287.322,12.101,25.731,Eric Adams,1326,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55002,190.034,163.831,8.386,17.817,Eric Adams,1177,920,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
55003,249.871,225.789,10.277,13.805,Eric Adams,1140,851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55004,18,17,0,1,Eric Adams,95,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55005,264.738,240.251,8.866,15.622,Eric Adams,1173,906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55006,201.247,186.151,6.038,9.057,Eric Adams,978,790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55007,228.011,203.102,8.718,16.191,Eric Adams,1244,980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55008,279.917,257.071,12.698,10.148,Eric Adams,1319,1042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
55009,235.874,212.442,9.964,13.469,Eric Adams,1247,990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55010,239.433,219.477,6.949,13.008,Eric Adams,1267,986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55011,157.458,141.019,5.692,10.747,Eric Adams,1055,701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55012,285.224,263.613,7.444,14.167,Eric Adams,1236,964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55013,221.923,183.626,18.688,19.609,Eric Adams,1378,1029,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
55014,179.764,156.813,11.891,11.06,Eric Adams,1146,803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
55015,259.312,228.56,24.422,6.33,Eric Adams,1577,1139,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55016,362.813,342.783,14.654,5.376,Eric Adams,1355,1096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55017,47.992,39.397,6.954,1.642,Eric Adams,326,241,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
55018,27.851,27.204,0,0.648,Eric Adams,104,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55019,148.655,135.987,10.922,1.746,Eric Adams,1139,827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55020,128.503,116.009,10.28,2.215,Eric Adams,1081,738,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
55021,104.06,91.285,10.989,1.785,Eric Adams,202,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55022,79.804,77.757,2.046,0,Eric Adams,330,259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
55023,130.821,117.746,10.704,2.37,Eric Adams,1395,902,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55024,214.179,198.254,12.296,3.63,Eric Adams,1328,834,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
55025,200.67,188.369,10.64,1.66,Eric Adams,1639,999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55026,183,165,16,2,Eric Adams,1354,857,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
55027,138,129,7,2,Eric Adams,983,626,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
55028,167,153,11,3,Eric Adams,904,616,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
55029,199.161,181.476,11.879,5.807,Eric Adams,691,515,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
55030,330.739,306.242,18.942,5.555,Eric Adams,1319,954,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
55031,32.838,29.853,1.866,1.119,Eric Adams,127,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55032,157.219,148.953,6.41,1.856,Eric Adams,865,601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55033,290.953,279.132,7.715,4.106,Eric Adams,1558,1181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55034,108.351,103.742,2.807,1.802,Eric Adams,624,454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55035,110.253,102.049,7.574,0.63,Eric Adams,359,305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55036,239.457,228.404,7.673,3.38,Eric Adams,1311,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
55037,53,47,5,1,Eric Adams,270,206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55038,288.734,270.781,16.388,1.564,Eric Adams,1666,1233,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
55039,353.022,321.434,31.017,0.571,Eric Adams,1331,990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
55040,172.539,163.842,8.697,0,Eric Adams,952,724,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
55041,197,179,16,2,Eric Adams,1040,718,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55042,133,122,7,4,Eric Adams,1266,782,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55043,131.614,119.488,10.558,1.568,Eric Adams,817,557,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
55044,206.812,193.267,10.445,3.099,Eric Adams,1230,896,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
55045,305.268,288.487,13.245,3.536,Eric Adams,1486,1063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55046,188.035,178.3,6.418,3.317,Eric Adams,815,551,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
55047,304.01,281.551,19.547,2.912,Eric Adams,1286,927,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
55048,279.427,259.562,16.759,3.107,Eric Adams,1566,1083,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
55049,283.556,267.56,13.397,2.599,Eric Adams,1669,1193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55050,211.294,201.646,7.161,2.487,Eric Adams,1553,1081,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
55051,332.271,296.671,26.267,9.333,Eric Adams,1707,1296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55052,252.869,234.207,9.824,8.838,Eric Adams,1624,1190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55053,255.155,241.777,5.432,7.946,Eric Adams,1625,1151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55054,79.051,75.481,2.55,1.02,Eric Adams,310,226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55055,205.62,190.45,10.31,4.86,Eric Adams,1069,830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55056,265.233,245.376,13.006,6.852,Eric Adams,1397,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
55057,266.654,245.399,13.254,8,Eric Adams,1519,1077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55058,1,0,1,0,Curtis Sliwa,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
55059,230.71,214.597,9.063,7.049,Eric Adams,1581,1088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55060,207.762,189.951,9.483,8.328,Eric Adams,1103,797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55061,152.678,138.981,5.884,7.813,Eric Adams,782,607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
55062,157,150,4,3,Eric Adams,850,654,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
55063,319.652,296.241,17.515,5.896,Eric Adams,1536,1150,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
55064,395,363,23,9,Eric Adams,1244,986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55065,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55066,0,0,0,0,Tie,14,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
56001,167.508,149.589,14.021,3.898,Eric Adams,1493,917,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
56002,146.885,126.452,14.836,5.597,Eric Adams,1294,858,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
56003,304.951,257.998,33.963,12.99,Eric Adams,1360,1068,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
56004,136.857,106.784,18.053,12.02,Eric Adams,1019,781,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
56005,165.774,140.351,22.497,2.926,Eric Adams,1504,982,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
56006,232.891,200.03,29.393,3.468,Eric Adams,1347,882,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
56007,175.134,154.796,18.237,2.101,Eric Adams,1412,929,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
56008,171.637,135.488,11.429,24.719,Eric Adams,1253,1004,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
56009,283.871,236.939,17.264,29.668,Eric Adams,1236,1014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56010,244.379,206.077,13.65,24.652,Eric Adams,1189,909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
56011,249.136,207.183,6.658,35.296,Eric Adams,1566,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
56012,269.698,221.847,18.93,28.921,Eric Adams,1694,1370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56013,278.561,244.08,17.074,17.407,Eric Adams,1456,1155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56014,186.955,164.213,6.523,16.219,Eric Adams,1489,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
56015,125.825,108.125,8.769,8.931,Eric Adams,1248,783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56016,213.045,189.787,9.477,13.781,Eric Adams,1383,930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56017,224.893,195.261,15.227,14.405,Eric Adams,1388,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
56018,12,9,2,1,Eric Adams,92,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56019,252.726,213.061,16.613,23.052,Eric Adams,1215,959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
56020,293.449,250.897,15.172,27.38,Eric Adams,1434,1189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56021,294.928,253.013,13.691,28.225,Eric Adams,1232,1024,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56022,184,154,8,22,Eric Adams,1007,794,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56023,243,209,12,22,Eric Adams,1044,791,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
56024,292.805,239.391,19.166,34.248,Eric Adams,1716,1278,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
56025,191.086,159.084,9.232,22.769,Eric Adams,1533,1208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56026,303.94,264.617,18.33,20.993,Eric Adams,1634,1212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56027,276.074,235.646,12.754,27.673,Eric Adams,1561,1251,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56028,228.128,196.611,7.003,24.513,Eric Adams,1387,1095,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56029,359.27,326.668,13.021,19.58,Eric Adams,1662,1315,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
56030,270.677,238.342,11.334,21.001,Eric Adams,1318,1046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56031,204.917,181.927,7.164,15.827,Eric Adams,1317,983,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56032,343.37,292.366,10.501,40.504,Eric Adams,1494,1190,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
56033,321.262,277.977,9.257,34.028,Eric Adams,1415,1090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56034,215.09,196.417,10.671,8.002,Eric Adams,1382,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56035,358.58,324.253,15.996,18.331,Eric Adams,1413,1101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
56036,262.931,231.929,11.769,19.232,Eric Adams,1485,1144,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56037,381.676,335.675,18,28.001,Eric Adams,1640,1289,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56038,327.825,281.233,11.933,34.66,Eric Adams,1386,1144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
56039,241.723,217.05,7.336,17.338,Eric Adams,1206,922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56040,315.359,278.901,12.828,23.631,Eric Adams,1158,942,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
56041,297.785,253.435,12.66,31.689,Eric Adams,1285,1008,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56042,266.948,232.445,12.12,22.383,Eric Adams,1279,1019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56043,357.879,318,11.49,28.39,Eric Adams,1309,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56044,360.276,313.305,10.216,36.755,Eric Adams,1283,1059,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56045,255.365,217.053,9.96,28.352,Eric Adams,1292,1008,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
56046,366.282,319.044,13.11,34.127,Eric Adams,1422,1117,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56047,384.892,331.484,17.247,36.16,Eric Adams,1468,1181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
56048,409.066,367.393,10.001,31.672,Eric Adams,1473,1175,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
56049,372.673,333.107,16.447,23.119,Eric Adams,1528,1194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56050,381.603,348.153,8.894,24.556,Eric Adams,1720,1380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56051,135,124,4,7,Eric Adams,908,597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56052,165.854,158.037,6.839,0.979,Eric Adams,959,669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56053,287.804,238.829,11.582,37.392,Eric Adams,1494,1221,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56054,131.927,112.568,5.019,14.34,Eric Adams,848,658,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56055,222.705,199.997,8.734,13.974,Eric Adams,1065,868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56056,447.916,406.493,18.254,23.169,Eric Adams,1759,1351,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
56057,105.339,100.122,3.365,1.853,Eric Adams,498,352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
56058,430.124,377.675,13.948,38.502,Eric Adams,1717,1443,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
56059,190.468,162.273,5.736,22.459,Eric Adams,918,749,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
56060,164.025,144.105,8.354,11.566,Eric Adams,1023,757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56061,164.026,145.871,8.886,9.269,Eric Adams,795,648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56062,225.19,213.861,8.865,2.464,Eric Adams,1404,1106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56063,278.733,251.562,7.201,19.97,Eric Adams,1306,1053,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
56064,329.911,291.999,14.966,22.947,Eric Adams,1488,1051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56065,107.866,95.34,8.351,4.175,Eric Adams,627,486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56066,106.977,99.089,4.682,3.207,Eric Adams,661,478,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
56067,168.48,156.706,7.173,4.6,Eric Adams,809,595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56068,69.007,62.566,3.68,2.76,Eric Adams,771,491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
56069,330.298,280.047,12.069,38.182,Eric Adams,1346,1096,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
56070,6,5,1,0,Eric Adams,221,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
57001,186.797,165.021,14.83,6.946,Eric Adams,1369,874,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
57002,212.611,187.079,22.375,3.157,Eric Adams,1273,858,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1
57003,235.578,204.606,20.478,10.494,Eric Adams,1405,913,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
57004,215.369,181.236,24.371,9.761,Eric Adams,1291,852,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
