aded25,gen21tot,gen21ea,gen21cs,gen21othr,win21,rvtot25,rvactive725,rvhisp,rvjwsh,rvirit,rvmslm,rvchns,rvgopnop,cvapnhw,cvapblack,cvaphisp,cvapasian,acsbaplus,acsmedinc125,acsmedinc45,ascown,ascrent,cvapyouth,cvapsenior,djt2024,ea2021,cs2021,bikelanefilter
30047,253.643,168.522,71.072,14.049,Eric Adams,970,778,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
30048,162.655,97.252,49.924,15.479,Eric Adams,830,639,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
30049,181.034,108.809,62.202,10.023,Eric Adams,1454,1163,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
30050,208.205,144.425,51.544,12.235,Eric Adams,1549,1165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
30051,168.073,104.272,52.293,11.507,Eric Adams,1290,1039,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
30052,194.619,117.581,69.221,7.817,Eric Adams,753,607,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
30053,87.898,53.585,29.143,5.17,Eric Adams,918,744,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
30054,162.201,104.756,44.614,12.831,Eric Adams,745,573,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
30055,270.806,167.125,88.413,15.269,Eric Adams,1164,910,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
30056,158.546,79.704,72.381,6.461,Eric Adams,1160,935,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
30057,51.7,40.094,9.496,2.11,Eric Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30058,4.099,1.114,2.814,0.172,Curtis Sliwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30059,3.687,1.28,2.321,0.085,Curtis Sliwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31001,359.414,327.811,26.557,5.047,Eric Adams,1602,1218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
31002,159.073,137.616,18.894,2.563,Eric Adams,1360,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
31003,203.305,183.607,15.924,3.773,Eric Adams,1151,860,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
31004,242.772,207.676,30.167,4.929,Eric Adams,1318,989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
31005,183.407,168.159,11.826,3.422,Eric Adams,1566,1136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
31006,130.791,112.5,14.575,3.716,Eric Adams,1136,773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
31007,113.279,104.849,5.796,2.634,Eric Adams,799,616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
31008,314.336,285.336,21,8,Eric Adams,1650,1208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31009,149.365,137.456,9.368,2.54,Eric Adams,774,591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31010,273.253,240.092,27.47,5.692,Eric Adams,1037,781,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
31011,151.522,133.627,13.186,4.709,Eric Adams,1317,937,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
31012,325.829,293.012,25.296,7.522,Eric Adams,1201,946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
31013,222.506,189.162,26.854,6.49,Eric Adams,501,424,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
31014,226.486,196.831,24.145,5.51,Eric Adams,1047,897,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
31015,360.924,305.533,41.801,13.59,Eric Adams,1749,1344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
31016,476.304,358.065,102.799,15.441,Eric Adams,1410,1079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
31017,16.828,8.909,5.939,1.98,Eric Adams,61,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
31018,81.27,68.467,10.02,2.783,Eric Adams,965,665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
31019,12.686,6.712,5.165,0.808,Eric Adams,45,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
31020,307.301,266.519,30.851,9.93,Eric Adams,1675,1310,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
31021,250.919,134.737,106.243,9.938,Eric Adams,1654,1263,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
31022,354.079,322.684,24.444,6.951,Eric Adams,1272,990,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
31023,248.719,224.522,19.655,4.542,Eric Adams,1708,1349,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
31024,137.689,122.534,12.426,2.728,Eric Adams,562,439,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
31025,371.491,342.669,24.893,3.929,Eric Adams,1416,1118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
31026,343.343,313.162,21.692,8.488,Eric Adams,1450,1149,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
31027,279.745,267.518,10.793,1.434,Eric Adams,1502,1202,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
31028,214.757,197.867,16.467,0.423,Eric Adams,1330,1040,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
31029,296.664,272.192,24.027,0.445,Eric Adams,1105,922,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
31030,127.807,122.223,4.94,0.644,Eric Adams,666,527,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
31031,213.062,201.965,9.851,1.246,Eric Adams,946,707,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
31032,394.88,370.25,20.932,3.698,Eric Adams,1663,1271,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
31033,97.311,74.636,17.951,4.724,Eric Adams,699,495,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
31034,245.301,230.588,12.562,2.15,Eric Adams,1411,1079,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31035,221.925,206.95,11.804,3.171,Eric Adams,1118,874,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31036,285.406,247.382,32.989,5.035,Eric Adams,363,285,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31037,294.851,276.152,15.637,3.061,Eric Adams,1511,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
31038,143.076,125.914,15.039,2.123,Eric Adams,1065,774,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
31039,6.607,5.615,0.9,0.093,Eric Adams,814,626,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
31040,262.786,131.539,117.562,13.685,Eric Adams,1692,1308,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31041,189.675,160.293,25.691,3.691,Eric Adams,1395,1051,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
31042,56.832,28.657,25.945,2.231,Eric Adams,532,404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
31043,160.725,111.145,44.946,4.634,Eric Adams,1501,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31044,162.963,126.17,32.882,3.912,Eric Adams,1262,903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31045,188.98,138.134,46.785,4.061,Eric Adams,1597,1129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
31046,131.903,106.195,22.497,3.211,Eric Adams,1263,894,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
31047,55.99,41.28,14.709,0,Eric Adams,551,408,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
31048,89.841,65.019,19.585,5.237,Eric Adams,647,488,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
31049,25.989,15.502,9.575,0.912,Eric Adams,140,111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
31050,139.896,89.348,44.568,5.98,Eric Adams,1241,913,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
31051,144.453,95.257,44.031,5.164,Eric Adams,1161,898,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
31052,128.988,87.683,34.911,6.394,Eric Adams,1133,828,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
31053,124.66,87.417,35.491,1.752,Eric Adams,1120,826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31054,179.694,156.876,20.768,2.049,Eric Adams,1611,1094,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31055,203.475,168.462,30.309,4.704,Eric Adams,1380,963,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
31056,144.64,121.328,20.119,3.193,Eric Adams,1327,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31057,232.695,130.323,93.695,8.677,Eric Adams,1737,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
31059,5.803,5.35,0.43,0.024,Eric Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31060,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31061,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31062,54.811,51.712,2.627,0.473,Eric Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31063,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32001,46.714,35.934,9.147,1.633,Eric Adams,181,125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32002,31.628,26.453,3.45,1.725,Eric Adams,324,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
32003,231.941,192.619,31.419,7.902,Eric Adams,1514,1234,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
32004,104.128,85.554,14.634,3.94,Eric Adams,897,708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
32005,141.223,111.701,25.549,3.973,Eric Adams,1291,1074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
32006,21.015,16.929,3.357,0.73,Eric Adams,83,55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
32007,408.474,352.792,46.876,8.806,Eric Adams,1425,1158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32008,176.629,121.085,50.543,5.002,Eric Adams,1551,1162,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
32009,144.081,119.869,17.59,6.623,Eric Adams,1321,1023,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
32010,97.52,80.929,12.95,3.64,Eric Adams,840,653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32011,31.922,28.202,2.64,1.08,Eric Adams,87,76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32012,101.085,86.051,12.955,2.078,Eric Adams,1055,838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
32013,15.78,14.741,0.756,0.283,Eric Adams,81,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32014,0,0,0,0,Tie,126,108,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
32015,126.921,99.597,22.953,4.371,Eric Adams,1542,1086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
32016,97.415,90.433,5.222,1.76,Eric Adams,361,252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32017,177.951,151.454,22.074,4.423,Eric Adams,1459,1025,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
32018,78.033,68.4,7.857,1.776,Eric Adams,385,282,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
32019,176.385,148.648,25.269,2.468,Eric Adams,1334,1003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32020,224.261,200.232,21.289,2.74,Eric Adams,1272,895,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
32021,255.417,235.15,15.492,4.774,Eric Adams,1762,1272,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
32022,290.102,267.915,19.312,2.875,Eric Adams,1635,1260,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32023,212.097,195.645,12.02,4.432,Eric Adams,1306,973,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
32024,240.87,221.114,14.855,4.901,Eric Adams,1116,862,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32025,244.71,221.985,17.051,5.674,Eric Adams,1268,931,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32026,270.62,242.121,22.068,6.431,Eric Adams,1660,1213,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
32027,250.154,231.673,16.464,2.017,Eric Adams,1545,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32028,119.364,112.651,6.14,0.573,Eric Adams,1492,1108,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32029,161.965,147.237,13.108,1.62,Eric Adams,983,715,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32030,200.931,187.781,10.959,2.192,Eric Adams,1160,824,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32031,228.157,213.831,11.695,2.631,Eric Adams,1135,834,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32032,210.236,198.046,11.565,0.625,Eric Adams,1383,1036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32033,83,78,2,3,Eric Adams,458,355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32034,364.224,331.939,22.141,10.145,Eric Adams,1504,1168,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32035,91.423,85.621,4.191,1.611,Eric Adams,581,456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32036,152.712,144.023,6.123,2.566,Eric Adams,983,773,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32037,317.452,297.476,13.319,6.657,Eric Adams,1697,1295,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
32038,262.991,241.606,17.598,3.787,Eric Adams,1409,1067,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
32039,198.866,183.1,13.164,2.602,Eric Adams,1426,999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
32040,211.966,197.816,10.174,3.977,Eric Adams,1311,930,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
32041,127.435,119.745,6.483,1.208,Eric Adams,771,599,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32042,293.219,273.08,14.895,5.244,Eric Adams,1536,1112,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
32043,216.674,204.986,7.782,3.907,Eric Adams,1753,1290,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32044,169.589,166.706,2.37,0.514,Eric Adams,790,618,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32045,227.959,204.939,19.12,3.9,Eric Adams,1116,822,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32046,229.337,220.807,7.084,1.446,Eric Adams,1003,816,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32047,266.664,256.194,7.916,2.554,Eric Adams,1085,876,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32048,282.102,268.33,12.418,1.354,Eric Adams,1504,1175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32049,247.898,229.671,14.582,3.646,Eric Adams,863,684,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32050,366.688,349.201,12.909,4.578,Eric Adams,1566,1215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32051,316.311,287.798,26.091,2.422,Eric Adams,1493,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32052,201.162,184.069,16.798,0.295,Eric Adams,1148,847,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
32053,471.88,450.736,16.368,4.776,Eric Adams,1546,1294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32054,534.337,510.071,18.12,6.145,Eric Adams,1408,1175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32055,311,289,16,6,Eric Adams,910,763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32056,328,313,13,2,Eric Adams,921,774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32057,177.278,172.802,1.403,3.073,Eric Adams,944,822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32058,534.439,504.445,25.278,4.716,Eric Adams,876,750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32059,299.783,284.192,13.512,2.079,Eric Adams,883,746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32060,254.284,241.754,10.319,2.211,Eric Adams,923,769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32061,341,324,14,3,Eric Adams,895,770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32062,266.129,249.613,11.569,4.947,Eric Adams,1128,909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32063,296.993,280.852,12.121,4.019,Eric Adams,926,714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32064,166.354,157.219,6.637,2.498,Eric Adams,910,753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32065,356.68,338.14,14.005,4.536,Eric Adams,1188,932,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
32066,64.629,57.584,6.036,1.01,Eric Adams,374,305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
32067,243.16,225.497,14.968,2.695,Eric Adams,1249,919,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
32068,6.619,5.024,1.369,0.226,Eric Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33001,408.947,181.032,212.723,15.192,Curtis Sliwa,1649,1358,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
33002,433.454,179.265,233.388,20.801,Curtis Sliwa,1763,1500,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
33003,359.932,174.042,170.156,15.733,Eric Adams,1680,1397,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
33004,342.275,150.492,177.427,14.356,Curtis Sliwa,1290,1104,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
33005,314.945,182.57,126.438,5.937,Eric Adams,1418,1147,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
33006,433.343,202.222,208.336,22.784,Curtis Sliwa,1749,1455,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
33007,361.635,151.789,190.881,18.965,Curtis Sliwa,1255,1037,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
33008,354.68,177.847,167.377,9.456,Eric Adams,1708,1435,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
33009,268.633,142.213,113.974,12.446,Eric Adams,1593,1247,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
33010,337.791,204.05,119.467,14.274,Eric Adams,1657,1381,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
33011,153.784,97.395,50.678,5.711,Eric Adams,933,745,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
33012,232.737,156.857,67.793,8.088,Eric Adams,1265,1015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
33013,30,16,12,2,Eric Adams,171,139,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33014,257.784,150.826,100.837,6.121,Eric Adams,1524,1160,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
33015,209.249,147.713,55.294,6.242,Eric Adams,1258,1018,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
33016,254.088,175.719,74.916,3.453,Eric Adams,1573,1200,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
33017,286.56,196.464,82.951,7.145,Eric Adams,1746,1363,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
33018,193.183,142.648,47.936,2.599,Eric Adams,1334,1011,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
33019,186.479,142.693,41.546,2.24,Eric Adams,1171,896,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
33020,213.51,163.504,45.414,4.592,Eric Adams,1413,1103,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
33021,281.269,229.157,47.005,5.107,Eric Adams,1683,1359,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
33022,100.694,79.894,19.928,0.872,Eric Adams,734,576,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
33023,274.192,218.102,53.697,2.392,Eric Adams,1786,1420,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
33024,48.271,38.494,9.001,0.777,Eric Adams,304,240,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
33025,102.526,82.318,17.943,2.264,Eric Adams,654,508,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
33026,45.999,41.034,4.394,0.57,Eric Adams,240,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33027,268.843,238.813,25.991,4.039,Eric Adams,1381,1087,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33028,158.825,144.08,11.352,3.393,Eric Adams,646,499,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33029,311.125,281.916,24.667,4.543,Eric Adams,1681,1278,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33030,365.643,327.526,31.596,6.521,Eric Adams,1591,1265,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
33031,368.704,341.342,16.212,11.15,Eric Adams,1585,1220,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33032,540.308,506.888,24.696,8.724,Eric Adams,1614,1311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
33033,261.697,244.16,11.078,6.459,Eric Adams,987,792,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33034,385.893,351.811,27.272,6.81,Eric Adams,1487,1211,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33035,500.683,467.475,25.917,7.291,Eric Adams,1597,1324,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33036,482.51,454.87,19.4,8.24,Eric Adams,1505,1256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33037,426.889,402.687,16.922,7.28,Eric Adams,1523,1248,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
33038,407.503,385.494,17.33,4.68,Eric Adams,1245,1020,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
33039,358.571,339.741,14.576,4.255,Eric Adams,1187,953,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
33040,267.055,253.359,9.977,3.719,Eric Adams,1083,839,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0
33041,292.711,281.079,8.542,3.09,Eric Adams,830,668,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33042,338.535,321.436,11.025,6.073,Eric Adams,1494,1173,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33043,212.032,202.522,7.477,2.032,Eric Adams,875,678,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
33044,428.977,405.993,16.686,6.299,Eric Adams,1737,1331,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
33045,365.948,353.824,7.389,4.735,Eric Adams,1689,1287,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
33046,437.897,414.672,19.603,3.622,Eric Adams,1656,1212,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
33047,321.456,301.802,13.945,5.709,Eric Adams,1438,1116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
